x_stretch,1.00E+00,1.00E+00,9.77E-01,9.44E-01,9.12E-01,8.42E-01,7.39E-01,7.24E-01,7.09E-01,7.06E-01,7.08E-01,7.08E-01,7.10E-01,7.15E-01,7.14E-01,7.15E-01,7.14E-01,7.18E-01,7.18E-01,7.18E-01,7.24E-01,7.22E-01,7.27E-01
y_stretch,1.00E+00,1.00E+00,9.77E-01,9.42E-01,9.08E-01,8.37E-01,7.25E-01,6.91E-01,6.74E-01,6.66E-01,6.67E-01,6.71E-01,6.70E-01,6.77E-01,6.76E-01,6.77E-01,6.76E-01,6.80E-01,6.80E-01,6.81E-01,6.87E-01,6.85E-01,6.91E-01
