x,1.00E+00,1.00E+00,9.80E-01,9.49E-01,9.17E-01,8.48E-01,7.46E-01,7.24E-01,7.10E-01,7.06E-01,7.07E-01,7.08E-01,7.09E-01,7.15E-01,7.14E-01,7.14E-01,7.13E-01,7.17E-01,7.15E-01,7.16E-01,7.22E-01,7.21E-01,7.26E-01
y,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.93E-01,9.92E-01,9.95E-01,9.86E-01,9.75E-01,9.63E-01,9.42E-01,9.28E-01,9.01E-01,8.74E-01,8.45E-01,8.12E-01,7.73E-01,7.13E-01,6.16E-01,5.49E-01,5.05E-01,4.74E-01,4.67E-01
