x,1.00E+00,1.00E+00,9.98E-01,9.93E-01,9.81E-01,9.67E-01,9.50E-01,9.44E-01,9.35E-01,9.26E-01,9.11E-01,8.92E-01,8.77E-01,8.56E-01,8.32E-01,8.04E-01,7.75E-01,7.25E-01,6.42E-01,5.93E-01,5.74E-01,5.63E-01,5.65E-01
y,1.00E+00,1.00E+00,9.86E-01,9.63E-01,9.36E-01,8.88E-01,8.14E-01,7.81E-01,7.60E-01,7.47E-01,7.39E-01,7.38E-01,7.30E-01,7.27E-01,7.18E-01,7.09E-01,6.96E-01,6.80E-01,6.48E-01,6.26E-01,6.19E-01,6.08E-01,6.09E-01
