x,1.00E+00,1.00E+00,9.78E-01,9.44E-01,9.13E-01,8.41E-01,7.30E-01,7.16E-01,7.06E-01,7.05E-01,7.08E-01,7.08E-01,7.09E-01,7.12E-01,7.11E-01,7.10E-01,7.08E-01,7.08E-01,7.01E-01,7.02E-01,7.12E-01,7.15E-01,7.23E-01
y,1.00E+00,1.00E+00,9.90E-01,9.73E-01,9.51E-01,9.15E-01,8.61E-01,8.33E-01,8.12E-01,7.95E-01,7.80E-01,7.73E-01,7.61E-01,7.53E-01,7.42E-01,7.30E-01,7.15E-01,6.93E-01,6.51E-01,6.23E-01,6.04E-01,5.85E-01,5.82E-01
